clone_id,fragment_index,file_path,file_id,service,start_line,end_line,line_count,file_type,modified_commits,modified_count
37,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,1440,1448,9,logic,[],0
37,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,4132,4140,9,logic,[],0
38,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5309,5323,15,logic,[],0
38,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.js,8,dotnet-otlp-server,3449,3462,14,logic,[],0
39,0,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5327,5339,13,logic,[],0
39,1,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5328,5340,13,logic,[],0
39,2,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.js,6,dotnet-otlp-server,5329,5342,14,logic,[],0
39,3,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,4,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,5,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,6,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,7,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,8,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,9,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,10,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,11,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,12,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
39,13,dotnet/server/aspnetapp/wwwroot/lib/bootstrap/dist/js/bootstrap.bundle.min.js,7,dotnet-otlp-server,6,6,1,logic,[],0
